Choose the category that suits you most.,Area of Study,What is your current level of study?,What year of study are you in?,In which county is your institution located?,What is the ownership nature of your institution?,How satisfied are you with the quality of training provided in your course?,Training Aspects:Teaching quality,Clinical exposure,Assessment Methods,Learning Resources,Support from faculty,How do you perceive your career opportunities after qualification?,How satisfied are you with expected remuneration after qualification?,How do you view your prospects for career progression after qualification?,Who played the strongest role in influencing your decision to choose your current course?,Other (please specify),Did you receive any structured career guidance before choosing this course?,How satisfied were you with the career guidance you received before selecting this course?,"In hindsight, do you feel the guidance you received was sufficient to help you make an informed decision?",What type of additional guidance would have better supported your career choice?,Other (please specify),Was a health science course your first choice?,Factors in your career choice:Personal interest,Work-life balance,Income and job security,Prestige,Family expectations,Opportunities for advancement,Desire to serve the society,Where do you intend to work after graduation?,How likely are you to seek employment outside Kenya within the first 5 years after graduation?,"If you intend to migrate, please rank the following reasons in order of importance : Better remuneration",Better working conditions,Career growth opportunities,Desire for specialization training,Family relocation,Political/economic stability,Personal preference,"Knowing what you know now, would you still choose to study the same course?",Have you ever considered dropping out of the health science course?,Affect your medical training experience: Stress,Long journey/commute,Feeling emotionally drained,High workload,Frequent examinations,High faculty demands,Dislocation from family and friends,Financial strains,Loss of interest in the course,Inadequate role models,Experience of verbal or physical violence,I feel supported by my institution,I am confident in my clinical skills,Would you recommend this course to a friend or family member?
Student,Clinical Medicine,Diploma,1st,Kiambu,Private for profit,Very satisfied,Excellent,Good,Excellent,Good,Neutral,Good,Very dissatisfied,Good,My own personal research,,"Yes, formal/structured guidance",Very satisfied,Yes,Information on remuneration and working conditions,,Yes,Very Important,Moderately important,Very Important,Important,Moderately important,Very Important,Very Important,Undecided,Likely,1,4,3,2,7,5,6,Yes,Never,2,9,4,5,1,6,7,3,11,8,10,Neutral,Strongly agree,Yes
Student,Medicine and Surgery,Undergraduate,3rd,Kiambu,Private for profit,Neither satisfied nor dissatisfied,Neutral,Poor,Poor,Neutral,Very Poor,Poor,Dissatisfied,Poor,My own personal research,,"Some guidance, but informal",Neither satisfied nor dissatisfied,Somewhat,Better understanding of academic demands,,Yes,Important,Moderately important,Very Important,Important,Moderately important,Very Important,Somewhat important,Undecided,Likely,4,5,2,3,6,7,1,Yes,Sometimes,1,8,3,7,5,4,9,10,6,2,11,Strongly disagree,Strongly disagree,Not Sure
Student,Medicine and Surgery,Undergraduate,3rd,Uasin Gishu,Public,Satisfied,Good,Neutral,Good,Good,Good,Good,Satisfied,Good,Parents/Family,,"Some guidance, but informal",Satisfied,Yes,Exposure to healthcare professionals,,No,Important,Very Important,Important,Important,Important,Important,Very Important,Undecided,Neither likely nor unlikely,5,1,3,2,4,6,7,Yes,Rarely,7,11,6,2,3,4,10,1,9,5,8,Agree,Agree,Yes
Student,Medicine and Surgery,Undergraduate,3rd,Kiambu,Private for profit,Satisfied,Neutral,Good,Good,Good,Neutral,Very Good,Neither satisfied nor dissatisfied,Neutral,My own personal research,,"Some guidance, but informal",Dissatisfied,Somewhat,Better understanding of academic demands,,Yes,Very Important,Important,Very Important,Very Important,Important,Very Important,Important,In my home country,Likely,3,5,2,1,7,4,6,No,Usually,1,6,4,3,2,5,8,10,7,9,11,Neutral,Agree,No
Student,Laboratory sciences,Undergraduate,3rd,Uasin Gishu,Public,Very satisfied,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Neither satisfied nor dissatisfied,Good,My own personal research,,"Some guidance, but informal",Dissatisfied,Somewhat,Exposure to healthcare professionals,,Yes,Very Important,Very Important,Very Important,Important,Moderately important,Very Important,Important,Undecided,Neither likely nor unlikely,2,1,3,4,6,7,5,Yes,Never,1,8,2,3,4,6,10,5,9,7,11,Agree,Agree,Not Sure
Student,Software Engineering,Undergraduate,4th,Nairobi,Public,Neither satisfied nor dissatisfied,Poor,Good,Good,Good,Poor,Very Good,Satisfied,Excellent,My own personal research,,"Yes, formal/structured guidance",Very satisfied,Yes,Career counselling sessions,,Yes,Very Important,Important,Important,Not important,Not important,Important,Moderately important,Undecided,unlikely,3,1,2,4,7,5,6,Yes,Rarely,3,2,4,5,6,7,9,1,11,8,10,Neutral,Agree,Yes
Student,Pharmacy,Undergraduate,2nd,Kiambu,Private for profit,Satisfied,Good,Good,Good,Good,Excellent,Very Good,Satisfied,Good,A healthcare professional or mentor,,"Some guidance, but informal",Satisfied,Yes,Other (please specify),N/A,Yes,Very Important,Important,Very Important,Not important,Not important,Somewhat important,Very Important,Undecided,Likely,4,2,6,5,7,3,1,Yes,Sometimes,1,7,4,3,5,2,6,9,11,10,8,Strongly agree,Neutral,Not Sure
Student,Medicine and Surgery,Undergraduate,3rd,Uasin Gishu,Public,Neither satisfied nor dissatisfied,Poor,Good,Good,Good,Good,Good,Dissatisfied,Neutral,My own personal research,,"No, I did not receive career guidance",,,,,Yes,Very Important,Moderately important,Important,Very Important,Very Important,Very Important,Very Important,Undecided,Likely,3,2,4,1,7,5,6,Yes,Never,1,8,2,3,5,6,4,7,10,9,11,Neutral,Agree,Yes
Student,Medicine and Surgery,Undergraduate,2nd,Kisumu,Private not for profit (Faith Based),Satisfied,Good,Excellent,Excellent,Good,Good,Good,Neither satisfied nor dissatisfied,Neutral,My own personal research,,"No, I did not receive career guidance",,,,,Yes,Very Important,Very Important,Very Important,Moderately important,Moderately important,Very Important,Very Important,In my home country,Neither likely nor unlikely,5,2,1,3,7,4,6,Yes,Never,7,9,6,3,8,4,10,1,11,2,5,Neutral,Agree,Not Sure
Student,Medicine and Surgery,Undergraduate,4th,Nakuru,Public,Neither satisfied nor dissatisfied,Good,Good,Good,Good,Good,Neutral,Neither satisfied nor dissatisfied,Good,My own personal research,,"Yes, formal/structured guidance",Satisfied,Yes,Exposure to healthcare professionals,,Yes,Very Important,Moderately important,Important,Moderately important,Somewhat important,Important,Very Important,In my home country,Neither likely nor unlikely,4,3,2,1,5,6,7,Yes,Never,4,2,5,6,8,7,3,1,9,10,11,Agree,Strongly agree,Yes
Student,Medicine and Surgery,Undergraduate,2nd,Nakuru,Public,Satisfied,Good,Good,Good,Excellent,Good,Neutral,Dissatisfied,Good,Other (please specify),Trauma of loosing my grandfather to diabetes after multiple amputation and seeing my father developing the complicated stages of diabetes like nephropathy and retinopathy and the need to be independent and support my family,"Some guidance, but informal",Satisfied,Somewhat,Exposure to healthcare professionals,,Yes,Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Important,Important,Undecided,Likely,1,3,5,4,7,2,6,Yes,Never,2,9,3,4,6,5,7,1,10,8,11,Disagree,Neutral,Yes
Student,Medicine and Surgery,Undergraduate,5th and above,Nakuru,Public,Very dissatisfied,Excellent,Excellent,Excellent,Neutral,Good,Good,Neither satisfied nor dissatisfied,Neutral,My own personal research,,"No, I did not receive career guidance",,,,,Yes,Very Important,Important,Very Important,Important,Moderately important,Very Important,Very Important,Abroad,Very unlikely,1,2,3,4,6,7,5,Yes,Rarely,1,10,3,4,5,2,7,6,9,8,11,Agree,Agree,Yes
Student,Medicine and Surgery,Undergraduate,2nd,Kisumu,Private for profit,Satisfied,Good,Good,Good,Neutral,Excellent,Good,Satisfied,Excellent,Peers/Friends,,"Some guidance, but informal",Satisfied,Somewhat,Exposure to healthcare professionals,,Yes,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Important,In my home country,Likely,1,3,4,2,5,6,7,Yes,Sometimes,2,9,3,4,5,6,7,1,8,10,11,Agree,Agree,Yes
Student,Medicine and Surgery,Undergraduate,2nd,Kiambu,Private for profit,Neither satisfied nor dissatisfied,Good,Excellent,Neutral,Excellent,Excellent,Very Good,Satisfied,Good,My own personal research,,"Some guidance, but informal",Neither satisfied nor dissatisfied,Yes,Exposure to healthcare professionals,,Yes,Important,Very Important,Very Important,Moderately important,Moderately important,Very Important,Very Important,Abroad,Very unlikely,5,3,1,4,6,2,7,Yes,Never,2,10,4,1,6,5,7,3,9,8,11,Neutral,Neutral,Yes
Student,Nursing and midwifery,Undergraduate,2nd,Uasin Gishu,Public,Dissatisfied,Good,Excellent,Good,Good,Neutral,Neutral,Neither satisfied nor dissatisfied,Neutral,Teachers/School Counsellors,,"Some guidance, but informal",Satisfied,Somewhat,Better understanding of academic demands,,Yes,Important,Very Important,Very Important,Somewhat important,Somewhat important,Very Important,Very Important,Undecided,Very likely,3,1,2,4,7,5,6,Not sure,Sometimes,4,5,3,1,7,6,9,2,11,8,10,Neutral,Agree,Yes
Student,Nursing and midwifery,Undergraduate,3rd,Kisumu,Public,Dissatisfied,Poor,Poor,Very Poor,Neutral,Poor,Very Poor,Very dissatisfied,Very Poor,Other (please specify),My parents forced me into this career ,"No, I did not receive career guidance",,,,,No,Not important,Somewhat important,Important,Important,Not important,Moderately important,Important,Undecided,Likely,1,2,4,6,7,3,5,No,Always,2,5,1,3,7,8,10,6,4,11,9,Disagree,Disagree,No
Student,Medicine and Surgery,Undergraduate,5th and above,Nakuru,Public,Dissatisfied,Neutral,Poor,Neutral,Poor,Neutral,Neutral,Dissatisfied,Good,Teachers/School Counsellors,,"No, I did not receive career guidance",,,,,Yes,Important,Important,Important,Moderately important,Moderately important,Important,Somewhat important,Undecided,Likely,2,1,3,4,7,5,6,Not sure,Sometimes,1,2,4,3,7,6,10,5,8,9,11,Disagree,Neutral,No
Student,Medicine and Surgery,Undergraduate,4th,Nakuru,Public,Dissatisfied,Very Poor,Very Poor,Very Poor,Very Poor,Neutral,Good,Dissatisfied,Very Poor,My own personal research,,"Some guidance, but informal",Very satisfied,Yes,Exposure to healthcare professionals,,Yes,Very Important,Very Important,Very Important,Somewhat important,Very Important,Very Important,Very Important,In my home country,Very likely,5,3,1,2,7,4,6,No,Sometimes,1,7,2,4,6,5,8,3,9,10,11,Strongly disagree,Strongly agree,No
Student,Medicine and Surgery,Undergraduate,3rd,Uasin Gishu,Public,Satisfied,Good,Neutral,Excellent,Good,Good,Very Good,Neither satisfied nor dissatisfied,Excellent,My own personal research,,"Some guidance, but informal",Dissatisfied,Somewhat,Exposure to healthcare professionals,,Yes,Very Important,Important,Very Important,Somewhat important,Somewhat important,Very Important,Very Important,Undecided,Neither likely nor unlikely,2,1,4,3,7,5,6,Yes,Never,2,7,3,1,6,5,4,9,10,8,11,Neutral,Neutral,Not Sure
Student,Pharmacy,Undergraduate,5th and above,Meru,Private not for profit (Faith Based),Dissatisfied,Good,Neutral,Excellent,Neutral,Neutral,Good,Dissatisfied,Good,Parents/Family,,"No, I did not receive career guidance",,,,,Yes,Very Important,Very Important,Very Important,Very Important,Important,Very Important,Moderately important,Undecided,Neither likely nor unlikely,3,2,1,5,7,4,6,Not sure,Sometimes,2,11,3,4,6,7,10,1,9,5,8,Disagree,Neutral,No
Student,Medicine and Surgery,Undergraduate,5th and above,Kisumu,Public,Very satisfied,Excellent,Excellent,Good,Good,Excellent,Neutral,Neither satisfied nor dissatisfied,Good,Parents/Family,,"Some guidance, but informal",Neither satisfied nor dissatisfied,No,Exposure to healthcare professionals,,Yes,Important,Somewhat important,Important,Very Important,Moderately important,Important,Somewhat important,Abroad,Very likely,1,5,2,3,6,7,4,Not sure,Sometimes,1,10,2,3,4,5,6,8,9,7,11,Agree,Strongly agree,No
Health care worker (Not specialist),Biomedical Science and Technology ,Undergraduate,4th,Tharaka - Nithi,Public,Satisfied,Good,Neutral,Good,Excellent,Good,Neutral,Dissatisfied,Excellent,My own personal research,,"No, I did not receive career guidance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Student,Medicine and Surgery,Undergraduate,3rd,Uasin Gishu,Public,Satisfied,Good,Good,Neutral,Neutral,Very Poor,Neutral,Dissatisfied,Good,My own personal research,,"Yes, formal/structured guidance",Satisfied,Somewhat,Information on remuneration and working conditions,,Yes,Important,Very Important,Very Important,Moderately important,Somewhat important,Very Important,Very Important,In my home country,unlikely,2,1,3,4,7,5,6,Yes,Rarely,1,6,2,3,7,5,8,4,9,10,11,Strongly disagree,Agree,Yes
Student,Medicine and Surgery,Undergraduate,1st,Uasin Gishu,Public,Satisfied,Excellent,Excellent,Good,Good,Good,Very Good,Very satisfied,Excellent,Other (please specify),"My decision to pursue medicine was not driven by external influence or formal research, but by a deep, personal conviction I have carried since early childhood. From as young as five years old, I have consistently felt drawn to the field, and that sense of purpose has only grown stronger with time. Choosing medicine is not something I arrived at through investigation ; it is something that has always felt inherent to who I am.","Yes, formal/structured guidance",Satisfied,Yes,Better understanding of academic demands,,Yes,Important,Very Important,Very Important,Important,Moderately important,Very Important,Very Important,Abroad,Neither likely nor unlikely,1,4,2,3,7,6,5,Yes,Sometimes,2,11,3,4,9,8,7,10,6,1,5,Agree,Disagree,Yes
Student,Laboratory sciences,Undergraduate,1st,Uasin Gishu,Public,Satisfied,Good,Good,Good,Good,Good,Good,Satisfied,Good,A healthcare professional or mentor,,"Yes, formal/structured guidance",Satisfied,Yes,Career counselling sessions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Student,Medicine and Surgery,Undergraduate,5th and above,Nairobi,Public,Neither satisfied nor dissatisfied,Neutral,Good,Neutral,Poor,Poor,Poor,Neither satisfied nor dissatisfied,Neutral,Parents/Family,,"Some guidance, but informal",Satisfied,No,Better understanding of academic demands,,Yes,Important,Very Important,Very Important,Not important,Important,Very Important,Very Important,Undecided,Neither likely nor unlikely,2,1,3,4,5,6,7,Yes,Sometimes,1,8,5,4,3,2,6,7,9,10,11,Neutral,Disagree,Not Sure
Student,Medicine and Surgery,Undergraduate,5th and above,Kiambu,Private for profit,Satisfied,Good,Good,Good,Neutral,Neutral,Good,Dissatisfied,Neutral,My own personal research,,"Some guidance, but informal",Satisfied,Somewhat,Other (please specify),Both the academic demands and the frustrations in the working environments.,Yes,Very Important,Very Important,Very Important,Moderately important,Important,Very Important,Very Important,Undecided,Neither likely nor unlikely,2,1,4,3,5,6,7,Yes,Sometimes,4,10,5,1,6,2,8,3,7,9,11,Agree,Agree,Yes
Student,Medicine and Surgery,Undergraduate,5th and above,Nairobi,Public,Satisfied,Good,Good,Good,Good,Good,Good,Neither satisfied nor dissatisfied,Good,"Media (internet, TV, social media)",,"Some guidance, but informal",Dissatisfied,No,Exposure to healthcare professionals,,Prefer not to say,Important,Very Important,Very Important,Somewhat important,Moderately important,Very Important,Very Important,In my home country,Likely,1,2,3,4,7,5,6,Yes,Never,1,3,4,2,6,5,10,8,11,7,9,Agree,Neutral,Not Sure
Student,Laboratory sciences,Undergraduate,4th,Uasin Gishu,Public,Satisfied,Excellent,Excellent,Good,Excellent,Excellent,Good,Satisfied,Good,Parents/Family,,"Yes, formal/structured guidance",Satisfied,Yes,More information on job prospects,,Yes,Important,Important,Very Important,Very Important,Important,Very Important,Important,Abroad,Likely,5,4,1,2,7,6,3,Yes,Never,7,2,6,1,5,4,8,3,11,9,10,Neutral,Agree,Yes
Student,Medicine and Surgery,Undergraduate,5th and above,Nairobi,Public,Satisfied,Good,Neutral,Good,Poor,Neutral,Neutral,Neither satisfied nor dissatisfied,Neutral,My own personal research,,"Some guidance, but informal",Neither satisfied nor dissatisfied,Somewhat,Exposure to healthcare professionals,,Yes,Very Important,Moderately important,Very Important,Very Important,Not important,Moderately important,Important,Abroad,Very likely,6,3,4,5,7,1,2,Yes,Never,2,10,3,4,6,5,8,1,9,7,11,Neutral,Neutral,Not Sure
Student,Medicine and Surgery,Undergraduate,5th and above,Kisumu,Private not for profit (Faith Based),Very satisfied,Good,Excellent,Good,Excellent,Good,Good,Neither satisfied nor dissatisfied,Excellent,A healthcare professional or mentor,,"Some guidance, but informal",Neither satisfied nor dissatisfied,Yes,Career counselling sessions,,Yes,Very Important,Very Important,Important,Not important,Important,Very Important,Very Important,In my home country,Likely,3,2,1,4,7,5,6,Yes,Never,1,2,3,4,6,7,8,10,9,11,5,Agree,Agree,Yes
Student,Medicine and Surgery,Undergraduate,4th,Kisumu,Private not for profit (Faith Based),Very dissatisfied,Excellent,Excellent,Excellent,Good,Excellent,Good,Satisfied,Excellent,My own personal research,,"No, I did not receive career guidance",,,,,Yes,Very Important,Very Important,Very Important,Not important,Not important,Very Important,Important,In my home country,Very likely,1,2,3,5,6,7,4,Yes,Sometimes,1,2,3,6,7,5,9,4,10,8,11,Strongly disagree,Strongly agree,Yes
Student,Medicine and Surgery,Undergraduate,2nd,Kiambu,Private for profit,Very satisfied,Excellent,Excellent,Excellent,Excellent,Excellent,Very Good,Satisfied,Good,A healthcare professional or mentor,,"Yes, formal/structured guidance",Very satisfied,Yes,Information on remuneration and working conditions,,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,In my home country,Neither likely nor unlikely,1,4,3,2,7,5,6,Yes,Sometimes,3,4,2,5,9,6,8,1,11,7,10,Agree,Strongly agree,Yes
Student,Nursing and midwifery,Undergraduate,3rd,Uasin Gishu,Public,Neither satisfied nor dissatisfied,Neutral,Excellent,Good,Poor,Good,Very Good,Satisfied,Excellent,A healthcare professional or mentor,,"Some guidance, but informal",Satisfied,Yes,Better understanding of academic demands,,Yes,Very Important,Very Important,Very Important,Moderately important,Somewhat important,Very Important,Very Important,Abroad,Very likely,5,1,3,2,6,4,7,Yes,Sometimes,1,5,2,3,8,6,9,7,11,4,10,Neutral,Disagree,No
Student,Public health ,Undergraduate,3rd,Uasin Gishu,Public,Satisfied,Excellent,Good,Good,Good,Neutral,Good,Satisfied,Good,My own personal research,,"No, I did not receive career guidance",,,,,Yes,Important,Very Important,Very Important,Important,Very Important,Very Important,Very Important,In my home country,Likely,3,1,2,4,7,5,6,Yes,Never,4,5,3,8,9,7,6,1,10,2,11,Neutral,Strongly agree,Yes
Student,Laboratory sciences,Undergraduate,2nd,Uasin Gishu,Public,Neither satisfied nor dissatisfied,Good,Good,Good,Good,Neutral,Neutral,Neither satisfied nor dissatisfied,Good,My own personal research,,"No, I did not receive career guidance",,,,,Yes,Very Important,Very Important,Important,Somewhat important,Not important,Important,Important,Abroad,Likely,1,2,3,4,5,6,7,Yes,Never,1,9,2,3,4,7,5,6,10,8,11,Disagree,Disagree,Yes
Student,Medicine and Surgery,Undergraduate,5th and above,Kiambu,Private for profit,Satisfied,Good,Good,Good,Excellent,Good,Neutral,Satisfied,Very Poor,Parents/Family,,"Some guidance, but informal",Dissatisfied,No,Information on remuneration and working conditions,,Yes,Not important,Moderately important,Very Important,Important,Very Important,Very Important,Somewhat important,In my home country,Very unlikely,1,2,3,4,5,6,7,No,Sometimes,1,8,2,4,6,5,7,9,10,11,3,Neutral,Agree,No
Student,Laboratory sciences,Undergraduate,3rd,Uasin Gishu,Public,Dissatisfied,Good,Neutral,Neutral,Good,Poor,Very Good,Dissatisfied,Good,Peers/Friends,,"Some guidance, but informal",Neither satisfied nor dissatisfied,Yes,Better understanding of academic demands,,Yes,Very Important,Very Important,Very Important,Important,Very Important,Very Important,Very Important,In my home country,unlikely,3,4,1,2,6,7,5,Yes,Sometimes,1,8,2,4,6,7,3,9,11,5,10,Disagree,Strongly disagree,Yes
Student,Medicine and Surgery,Undergraduate,5th and above,Nairobi,Public,Satisfied,Good,Good,Neutral,Poor,Neutral,Good,Neither satisfied nor dissatisfied,Good,My own personal research,,"Some guidance, but informal",Neither satisfied nor dissatisfied,Somewhat,Career counselling sessions,,Yes,Very Important,Very Important,Very Important,Very Important,Somewhat important,Very Important,Very Important,Undecided,Neither likely nor unlikely,5,3,2,1,7,6,4,Yes,Never,1,5,3,4,7,10,6,2,11,8,9,Disagree,Strongly agree,Yes
Student,Medicine and Surgery,Undergraduate,3rd,Uasin Gishu,Public,Satisfied,Good,Good,Good,Good,Good,Good,Dissatisfied,Good,My own personal research,,"No, I did not receive career guidance",,,,,Yes,Important,Somewhat important,Very Important,Very Important,Moderately important,Very Important,Very Important,Abroad,unlikely,2,1,4,5,6,3,7,Yes,Never,3,2,4,5,7,8,6,1,9,10,11,Agree,Agree,Yes
Student,Medicine and Surgery,Undergraduate,5th and above,Meru,Private not for profit (Faith Based),Satisfied,Good,Neutral,Good,Neutral,Neutral,Neutral,Neither satisfied nor dissatisfied,Neutral,My own personal research,,"No, I did not receive career guidance",,,,,Yes,Very Important,Moderately important,Important,Somewhat important,Somewhat important,Important,Very Important,Undecided,Neither likely nor unlikely,2,1,3,5,7,6,4,Yes,Rarely,1,11,2,3,6,4,8,5,7,10,9,Agree,Agree,Not Sure
Student,Medicine and Surgery,Undergraduate,4th,Nairobi,Public,Neither satisfied nor dissatisfied,Good,Poor,Neutral,Good,Poor,Good,Dissatisfied,Neutral,Parents/Family,,"No, I did not receive career guidance",,,,,No,Moderately important,Very Important,Very Important,Not important,Somewhat important,Important,Moderately important,In my home country,unlikely,2,1,3,5,4,6,7,Not sure,Sometimes,1,11,2,3,5,4,10,6,7,9,8,Neutral,Disagree,Not Sure
Student,Nursing and midwifery,Undergraduate,2nd,Uasin Gishu,Public,Satisfied,Neutral,Very Poor,Good,Excellent,Neutral,Very Good,Dissatisfied,Neutral,Parents/Family,,"Some guidance, but informal",Satisfied,Somewhat,Exposure to healthcare professionals,,Yes,Important,Very Important,Very Important,Very Important,Important,Very Important,Very Important,Abroad,Very likely,1,2,3,5,7,6,4,Yes,Sometimes,1,9,4,2,5,3,6,7,8,10,11,Disagree,Neutral,Yes
Student,Public health,Undergraduate,2nd,Uasin Gishu,Public,Satisfied,Excellent,Excellent,Good,Excellent,Excellent,Good,Satisfied,Good,A healthcare professional or mentor,,"Yes, formal/structured guidance",Satisfied,Yes,More information on job prospects,,Yes,Important,Very Important,Important,Not important,Important,Very Important,Very Important,In my home country,Likely,5,4,2,1,3,6,7,Yes,Never,4,3,2,6,7,5,8,1,11,10,9,Agree,Strongly agree,Yes
Student,Nursing and midwifery,Undergraduate,2nd,Uasin Gishu,Public,Satisfied,Neutral,Good,Neutral,Poor,Poor,Neutral,Satisfied,Neutral,My own personal research,,"Some guidance, but informal",Satisfied,Somewhat,Better understanding of academic demands,,Yes,Important,Very Important,Very Important,Important,Moderately important,Important,Moderately important,In my home country,Likely,4,1,3,2,6,5,7,Yes,Sometimes,3,8,5,1,7,9,4,2,11,6,10,Disagree,Neutral,Yes
Student,Laboratory sciences,Undergraduate,3rd,Uasin Gishu,Public,Satisfied,Excellent,Excellent,Excellent,Excellent,Good,Very Good,Satisfied,Good,A healthcare professional or mentor,,"Yes, formal/structured guidance",Satisfied,Yes,Better understanding of academic demands,,Yes,Very Important,Very Important,Very Important,Very Important,Not important,Very Important,Very Important,In my home country,Very unlikely,2,1,3,4,5,6,7,Yes,Sometimes,7,5,3,2,6,4,8,1,9,10,11,Agree,Strongly agree,Not Sure
Student,Laboratory sciences,Undergraduate,4th,Uasin Gishu,Public,Very satisfied,Excellent,Excellent,Excellent,Excellent,Good,Very Good,Satisfied,Good,My own personal research,,"No, I did not receive career guidance",,,,,Yes,Very Important,Very Important,Very Important,Important,Important,Very Important,Important,In my home country,Very unlikely,1,2,4,3,5,6,7,Yes,Never,1,2,3,4,5,6,7,8,10,11,9,Agree,Strongly agree,Yes
Student,Laboratory sciences,Undergraduate,4th,Uasin Gishu,Public,Very satisfied,Excellent,Excellent,Excellent,Excellent,Good,Good,Neither satisfied nor dissatisfied,Excellent,My own personal research,,"No, I did not receive career guidance",,,,,Yes,Important,Important,Important,Very Important,Very Important,Very Important,Very Important,Abroad,Very likely,2,4,1,3,5,7,6,Not sure,Rarely,11,10,6,1,5,3,7,2,8,4,9,Neutral,Strongly agree,Yes
Student,Medicine and Surgery,Undergraduate,3rd,Uasin Gishu,Public,Satisfied,Neutral,Neutral,Excellent,Good,Excellent,Poor,Dissatisfied,Poor,My own personal research,,"Some guidance, but informal",Satisfied,Somewhat,Better understanding of academic demands,,Yes,Very Important,Very Important,Very Important,Moderately important,Very Important,Very Important,Very Important,In my home country,Neither likely nor unlikely,1,2,3,4,5,7,6,Yes,Never,1,2,3,4,5,6,7,8,9,10,11,Neutral,Neutral,Yes
Student,Nursing and midwifery,Undergraduate,4th,Uasin Gishu,Public,Satisfied,Good,Excellent,Excellent,Good,Good,Good,Satisfied,Excellent,Parents/Family,,"Some guidance, but informal",Satisfied,Somewhat,Exposure to healthcare professionals,,Yes,Important,Important,Very Important,Important,Important,Very Important,Important,Undecided,Likely,1,4,2,3,6,7,5,Yes,Rarely,1,9,4,2,5,3,6,7,8,10,11,Agree,Strongly agree,Yes
Student,Medicine and Surgery,Undergraduate,3rd,Uasin Gishu,Public,Satisfied,Good,Good,Good,Neutral,Good,Good,Satisfied,Neutral,Other (please specify),"Wanted to give someone a chance to life ,just like I watched some doctor save both my parents lives during their surgeries .That became my biggest motivation ","No, I did not receive career guidance",,,,,Yes,Important,Important,Very Important,Somewhat important,Somewhat important,Important,Important,Undecided,Likely,4,2,1,7,3,5,6,Yes,Rarely,9,2,1,6,11,3,4,7,5,8,10,Neutral,Neutral,Yes
Student,Pharmacy,Undergraduate,3rd,Kisii,Public,Neither satisfied nor dissatisfied,Neutral,Poor,Neutral,Neutral,Neutral,Good,Satisfied,Good,My own personal research,,"Some guidance, but informal",Neither satisfied nor dissatisfied,No,Exposure to healthcare professionals,,Yes,Very Important,Important,Very Important,Moderately important,Moderately important,Important,Important,Undecided,Neither likely nor unlikely,1,2,3,4,6,7,5,Yes,Rarely,2,9,4,1,6,3,8,5,7,10,11,Neutral,Neutral,Yes
Student,Medicine and Surgery,Undergraduate,4th,Uasin Gishu,Public,Satisfied,Neutral,Excellent,Good,Good,Good,Neutral,Neither satisfied nor dissatisfied,Neutral,My own personal research,,"Some guidance, but informal",Satisfied,Yes,More information on job prospects,,Yes,Very Important,Important,Moderately important,Somewhat important,Not important,Important,Very Important,In my home country,unlikely,2,3,1,4,5,6,7,No,Rarely,1,11,6,5,4,2,8,3,7,9,10,Agree,Agree,Yes
Student,Medicine and Surgery,Undergraduate,4th,Nairobi,Public,Neither satisfied nor dissatisfied,Good,Good,Neutral,Good,Good,Poor,Dissatisfied,Poor,My own personal research,,"No, I did not receive career guidance",,,,,Yes,Important,Very Important,Very Important,Very Important,Important,Very Important,Important,In my home country,Neither likely nor unlikely,1,2,3,4,6,7,5,Not sure,Usually,2,11,1,3,4,6,8,9,5,7,10,Neutral,Neutral,Not Sure
Student,Medicine and Surgery,Undergraduate,2nd,Kiambu,Public,Satisfied,Good,Neutral,Good,Neutral,Neutral,Very Good,Neither satisfied nor dissatisfied,Good,A healthcare professional or mentor,,"Yes, formal/structured guidance",Very satisfied,Yes,Exposure to healthcare professionals,,No,Somewhat important,Moderately important,Important,Moderately important,Moderately important,Very Important,Very Important,In my home country,Likely,2,3,1,4,6,7,5,Yes,Rarely,1,5,3,4,2,6,11,10,7,8,9,Neutral,Neutral,Yes
Student,Medicine and Surgery,Undergraduate,4th,Kisii,Public,Satisfied,Good,Good,Good,Good,Good,Neutral,Neither satisfied nor dissatisfied,Neutral,A healthcare professional or mentor,,"Some guidance, but informal",Neither satisfied nor dissatisfied,Somewhat,Better understanding of academic demands,,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,In my home country,Very unlikely,1,2,3,4,6,7,5,Yes,Sometimes,1,4,3,2,7,6,8,5,9,10,11,Neutral,Agree,No
Student,Medicine and Surgery,Undergraduate,5th and above,Nairobi,Public,Very dissatisfied,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Poor,Dissatisfied,Poor,My own personal research,,"No, I did not receive career guidance",,,,,Yes,Not important,Somewhat important,Moderately important,Moderately important,Important,Somewhat important,Moderately important,Abroad,Neither likely nor unlikely,2,3,4,1,6,7,5,Yes,Sometimes,,,,,,,,,,,,Strongly disagree,Disagree,Yes
